date,product,sales,day,month,weekday,lag_1,lag_7,forecast
2024-02-06,Product_2,63,6,2,1,70.0,65.0,66.09869300829695
2024-02-07,Product_2,69,7,2,2,63.0,56.0,61.868181145498276
2024-02-08,Product_2,63,8,2,3,69.0,54.0,63.39697935441441
2024-02-09,Product_2,73,9,2,4,63.0,68.0,64.27457362995473
2024-02-10,Product_2,72,10,2,5,73.0,64.0,69.86852831981574
2024-02-11,Product_2,62,11,2,6,72.0,58.0,63.06191989132574
2024-02-12,Product_2,68,12,2,0,62.0,70.0,64.84143052390036
2024-02-13,Product_2,67,13,2,1,68.0,63.0,64.75780662852841
2024-02-14,Product_2,70,14,2,2,67.0,69.0,66.80849976201259
2024-02-15,Product_2,59,15,2,3,70.0,63.0,64.90138925001347
2024-02-16,Product_2,67,16,2,4,59.0,73.0,67.10889558978111
2024-02-17,Product_2,69,17,2,5,67.0,72.0,67.94251662402488
2024-02-18,Product_2,55,18,2,6,69.0,62.0,63.88426940837053
2024-02-19,Product_2,58,19,2,0,55.0,68.0,61.300072950953
2024-02-20,Product_2,54,20,2,1,58.0,67.0,62.756149175127184
2024-02-21,Product_2,63,21,2,2,54.0,70.0,62.01254831121113
2024-02-22,Product_2,68,22,2,3,63.0,59.0,62.25222760479344
2024-02-23,Product_2,72,23,2,4,68.0,67.0,67.52951573400466
2024-02-24,Product_2,65,24,2,5,72.0,69.0,70.54380765957686
2024-02-25,Product_2,73,25,2,6,65.0,55.0,63.026257267720744
2024-02-26,Product_2,58,26,2,0,73.0,58.0,63.675275603160635
2024-02-27,Product_2,56,27,2,1,58.0,54.0,60.6823301719306
2024-02-28,Product_2,64,28,2,2,56.0,63.0,61.56184902845609
2024-02-29,Product_2,66,29,2,3,64.0,68.0,64.69518882974474
2024-03-01,Product_2,64,1,3,4,66.0,72.0,67.22762515335899
2024-03-02,Product_2,54,2,3,5,64.0,65.0,63.133416397268675
2024-03-03,Product_2,64,3,3,6,54.0,73.0,62.19537283615603
2024-03-04,Product_2,58,4,3,0,64.0,58.0,61.82883794874407
2024-03-05,Product_2,68,5,3,1,58.0,56.0,61.12919820972673
2024-03-06,Product_2,66,6,3,2,68.0,64.0,65.44694970439548
2024-03-07,Product_2,60,7,3,3,66.0,66.0,64.65185514963811
2024-03-08,Product_2,62,8,3,4,60.0,64.0,62.25604211040758
2024-03-09,Product_2,59,9,3,5,62.0,54.0,61.61117318802582
2024-03-10,Product_2,64,10,3,6,59.0,64.0,62.33341881546631
2024-03-11,Product_2,69,11,3,0,64.0,58.0,61.78565770608169
2024-03-12,Product_2,59,12,3,1,69.0,68.0,67.24348764078724
2024-03-13,Product_2,67,13,3,2,59.0,66.0,63.12213781291813
2024-03-14,Product_2,61,14,3,3,67.0,60.0,61.86289072784243
2024-03-15,Product_2,60,15,3,4,61.0,62.0,61.407439949131145
2024-03-16,Product_2,63,16,3,5,60.0,59.0,61.276897824539795
2024-03-17,Product_2,59,17,3,6,63.0,64.0,62.84280018711892
2024-03-18,Product_2,61,18,3,0,59.0,69.0,64.07620931383613
2024-03-19,Product_2,58,19,3,1,61.0,59.0,61.24816546997361
2024-03-20,Product_2,73,20,3,2,58.0,67.0,62.80395210238441
2024-03-21,Product_2,63,21,3,3,73.0,61.0,68.82827737575202
2024-03-22,Product_2,60,22,3,4,63.0,60.0,62.21552125558709
2024-03-23,Product_2,64,23,3,5,60.0,63.0,62.0311705209418
2024-03-24,Product_2,62,24,3,6,64.0,59.0,62.33033731942947
2024-03-25,Product_2,62,25,3,0,62.0,61.0,62.13518650868705
2024-03-26,Product_2,66,26,3,1,62.0,58.0,62.10431816231872
2024-03-27,Product_2,66,27,3,2,66.0,73.0,71.2636780176285
2024-03-28,Product_2,60,28,3,3,66.0,63.0,63.25379788384574
2024-03-29,Product_2,59,29,3,4,60.0,60.0,61.55393719261778
2024-03-30,Product_2,61,30,3,5,59.0,64.0,62.159651152196346
2024-03-31,Product_2,50,31,3,6,61.0,62.0,61.654097574145865
2024-04-01,Product_2,54,1,4,0,50.0,62.0,57.142439183608644
2024-04-02,Product_2,68,2,4,1,54.0,66.0,61.3826325253296
2024-04-03,Product_2,69,3,4,2,68.0,66.0,66.78666416389584
2024-04-04,Product_2,60,4,4,3,69.0,60.0,62.31990446749421
2024-04-05,Product_2,64,5,4,4,60.0,59.0,61.29967731344425
2024-04-06,Product_2,62,6,4,5,64.0,61.0,61.84228699874694
2024-04-07,Product_2,76,7,4,6,62.0,50.0,61.71540974546828
2024-04-08,Product_2,66,8,4,0,76.0,54.0,66.22352647280333
2024-04-09,Product_2,59,9,4,1,66.0,68.0,65.30437417544276
2024-04-10,Product_2,55,10,4,2,59.0,69.0,63.99416983419292
2024-04-11,Product_2,51,11,4,3,55.0,60.0,57.62237610264081
2024-04-12,Product_2,60,12,4,4,51.0,64.0,58.403702919161695
2024-04-13,Product_2,55,13,4,5,60.0,62.0,61.45133949024287
2024-04-14,Product_2,52,14,4,6,55.0,76.0,59.1209820809861
2024-04-15,Product_2,55,15,4,0,52.0,66.0,58.76524301843307
2024-04-16,Product_2,53,16,4,1,55.0,59.0,57.58812173787974
2024-04-17,Product_2,67,17,4,2,53.0,55.0,60.21571258928339
2024-04-18,Product_2,62,18,4,3,67.0,51.0,61.4768989295531
2024-04-19,Product_2,58,19,4,4,62.0,60.0,61.71704474031235
2024-04-20,Product_2,65,20,4,5,58.0,55.0,60.826500448121756
2024-04-21,Product_2,58,21,4,6,65.0,52.0,61.90308657459142
2024-04-22,Product_2,53,22,4,0,58.0,55.0,60.68764048434804
2024-04-23,Product_2,64,23,4,1,53.0,53.0,59.345921538019816
2024-04-24,Product_2,59,24,4,2,64.0,67.0,63.71498528221409
2024-04-25,Product_2,51,25,4,3,59.0,62.0,61.582513177375986
2024-04-26,Product_2,55,26,4,4,51.0,58.0,55.29570617920349
2024-04-27,Product_2,51,27,4,5,55.0,65.0,58.73067996671111
2024-04-28,Product_2,48,28,4,6,51.0,58.0,54.53950422845765
2024-04-29,Product_2,60,29,4,0,48.0,53.0,57.456203046784445
2024-04-30,Product_2,64,30,4,1,60.0,64.0,62.19075553623285
2024-05-01,Product_2,48,1,5,2,64.0,59.0,60.642781417183386
2024-05-02,Product_2,57,2,5,3,48.0,51.0,48.61059681525159
2024-05-03,Product_2,51,3,5,4,57.0,55.0,60.62363592929613
2024-05-04,Product_2,51,4,5,5,51.0,51.0,48.30855990379688
2024-05-05,Product_2,51,5,5,6,51.0,48.0,47.80439298891915
2024-05-06,Product_2,49,6,5,0,51.0,60.0,55.021261693506176
2024-05-07,Product_2,53,7,5,1,49.0,64.0,57.714790573533286
2024-05-08,Product_2,49,8,5,2,53.0,48.0,48.22009252785512
2024-05-09,Product_2,54,9,5,3,49.0,57.0,55.01895538935519
2024-05-10,Product_2,52,10,5,4,54.0,51.0,50.58947334226818
2024-05-11,Product_2,51,11,5,5,52.0,51.0,48.7655835447012
2024-05-12,Product_2,47,12,5,6,51.0,51.0,48.53600909852026
2024-05-13,Product_2,49,13,5,0,47.0,49.0,47.81493547335611
2024-05-14,Product_2,55,14,5,1,49.0,53.0,49.49470954211556
2024-05-15,Product_2,54,15,5,2,55.0,49.0,50.89766821160927
2024-05-16,Product_2,46,16,5,3,54.0,54.0,51.68254210774282
2024-05-17,Product_2,51,17,5,4,46.0,52.0,48.6954607168303
2024-05-18,Product_2,54,18,5,5,51.0,51.0,48.696404795006394
2024-05-19,Product_2,42,19,5,6,54.0,47.0,48.66474289869968
2024-05-20,Product_2,53,20,5,0,42.0,49.0,47.95278821245275
2024-05-21,Product_2,46,21,5,1,53.0,55.0,52.20899370737887
2024-05-22,Product_2,52,22,5,2,46.0,54.0,49.41681379749953
2024-05-23,Product_2,45,23,5,3,52.0,46.0,47.25546718181373
2024-05-24,Product_2,40,24,5,4,45.0,51.0,47.290422596909394
2024-05-25,Product_2,41,25,5,5,40.0,54.0,46.21182717450325
2024-05-26,Product_2,49,26,5,6,41.0,42.0,46.73576029855878
2024-05-27,Product_2,50,27,5,0,49.0,53.0,49.10420156205477
2024-05-28,Product_2,44,28,5,1,50.0,46.0,47.15973221713726
2024-05-29,Product_2,51,29,5,2,44.0,52.0,48.06401560613554
2024-05-30,Product_2,39,30,5,3,51.0,45.0,46.449927166731214
2024-05-31,Product_2,47,31,5,4,39.0,40.0,46.589899057183636
2024-06-01,Product_2,41,1,6,5,47.0,41.0,45.60878686886399
2024-06-02,Product_2,44,2,6,6,41.0,49.0,45.635561345485385
2024-06-03,Product_2,47,3,6,0,44.0,50.0,46.22600594737977
2024-06-04,Product_2,43,4,6,1,47.0,44.0,45.697132232306245
2024-06-05,Product_2,45,5,6,2,43.0,51.0,46.24996480612542
2024-06-06,Product_2,52,6,6,3,45.0,39.0,45.89588584329678
2024-06-07,Product_2,43,7,6,4,52.0,47.0,46.267565338296606
2024-06-08,Product_2,50,8,6,5,43.0,41.0,46.12671851574673
2024-06-09,Product_2,40,9,6,6,50.0,44.0,45.92482548535194
2024-06-10,Product_2,49,10,6,0,40.0,47.0,45.872730330048
2024-06-11,Product_2,53,11,6,1,49.0,43.0,46.21261067131946
2024-06-12,Product_2,33,12,6,2,53.0,45.0,45.66892373264552
2024-06-13,Product_2,42,13,6,3,33.0,52.0,45.27727008012127
2024-06-14,Product_2,48,14,6,4,42.0,43.0,46.04019283508546
2024-06-15,Product_2,44,15,6,5,48.0,50.0,46.67739312122603
2024-06-16,Product_2,47,16,6,6,44.0,40.0,46.222352333147235
2024-06-17,Product_2,42,17,6,0,47.0,49.0,46.414632343499235
2024-06-18,Product_2,45,18,6,1,42.0,53.0,46.65615040499477
2024-06-19,Product_2,44,19,6,2,45.0,33.0,45.39654440701433
2024-06-20,Product_2,51,20,6,3,44.0,42.0,46.47708304319076
2024-06-21,Product_2,46,21,6,4,51.0,48.0,46.91990278744507
2024-06-22,Product_2,46,22,6,5,46.0,44.0,46.396275896884056
2024-06-23,Product_2,43,23,6,6,46.0,47.0,46.22412974499229
2024-06-24,Product_2,42,24,6,0,43.0,42.0,46.16459707478434
2024-06-25,Product_2,42,25,6,1,42.0,45.0,46.01974884903678
2024-06-26,Product_2,47,26,6,2,42.0,44.0,46.10252133987839
2024-06-27,Product_2,42,27,6,3,47.0,51.0,46.094266569906495
2024-06-28,Product_2,46,28,6,4,42.0,46.0,46.1144500847423
2024-06-29,Product_2,55,29,6,5,46.0,46.0,46.4883016562491
2024-06-30,Product_2,49,30,6,6,55.0,43.0,49.60956152025038
2024-07-01,Product_2,43,1,7,0,49.0,42.0,46.168626775736435
2024-07-02,Product_2,51,2,7,1,43.0,42.0,45.8091043129039
2024-07-03,Product_2,42,3,7,2,51.0,47.0,45.97511585166662
2024-07-04,Product_2,34,4,7,3,42.0,42.0,45.02170191900895
2024-07-05,Product_2,40,5,7,4,34.0,46.0,44.81109258336931
2024-07-06,Product_2,35,6,7,5,40.0,55.0,44.671546234920584
2024-07-07,Product_2,43,7,7,6,35.0,49.0,45.30606131425038
2024-07-08,Product_2,45,8,7,0,43.0,43.0,46.21999787854319
2024-07-09,Product_2,53,9,7,1,45.0,51.0,46.56121196419285
2024-07-10,Product_2,46,10,7,2,53.0,42.0,46.155032412489604
2024-07-11,Product_2,44,11,7,3,46.0,34.0,44.818547767618114
2024-07-12,Product_2,49,12,7,4,44.0,40.0,46.076598705533016
2024-07-13,Product_2,34,13,7,5,49.0,35.0,43.96099416634742
2024-07-14,Product_2,46,14,7,6,34.0,43.0,45.50877058520505
2024-07-15,Product_2,49,15,7,0,46.0,45.0,46.26193362899875
2024-07-16,Product_2,38,16,7,1,49.0,53.0,48.13133860362539
2024-07-17,Product_2,51,17,7,2,38.0,46.0,45.81020685863188
2024-07-18,Product_2,47,18,7,3,51.0,44.0,46.033902864125906
2024-07-19,Product_2,43,19,7,4,47.0,49.0,46.232861806348886
2024-07-20,Product_2,49,20,7,5,43.0,34.0,45.344920046087736
2024-07-21,Product_2,57,21,7,6,49.0,46.0,46.70337217757222
2024-07-22,Product_2,47,22,7,0,57.0,49.0,51.98651534194437
2024-07-23,Product_2,47,23,7,1,47.0,38.0,45.96957960221649
2024-07-24,Product_2,44,24,7,2,47.0,51.0,46.1211313387245
2024-07-25,Product_2,42,25,7,3,44.0,47.0,46.07850755080083
2024-07-26,Product_2,51,26,7,4,42.0,43.0,46.119723954197134
2024-07-27,Product_2,42,27,7,5,51.0,49.0,46.645418011828895
2024-07-28,Product_2,47,28,7,6,42.0,57.0,50.18172623173635
2024-07-29,Product_2,45,29,7,0,47.0,47.0,46.28759748609362
2024-07-30,Product_2,50,30,7,1,45.0,47.0,46.50333262237106
2024-07-31,Product_2,49,31,7,2,50.0,44.0,46.16714215368984
2024-08-01,Product_2,53,1,8,3,49.0,42.0,49.1792289901538
2024-08-02,Product_2,45,2,8,4,53.0,51.0,49.71586956599825
2024-08-03,Product_2,47,3,8,5,45.0,42.0,48.16166912304514
2024-08-04,Product_2,43,4,8,6,47.0,47.0,48.128136090416994
2024-08-05,Product_2,46,5,8,0,43.0,45.0,48.55883489040722
2024-08-06,Product_2,50,6,8,1,46.0,50.0,48.94044638731279
2024-08-07,Product_2,53,7,8,2,50.0,49.0,49.93543196322077
2024-08-08,Product_2,44,8,8,3,53.0,53.0,50.67881020661807
2024-08-09,Product_2,54,9,8,4,44.0,45.0,49.06613506702349
2024-08-10,Product_2,56,10,8,5,54.0,47.0,51.10655909556908
2024-08-11,Product_2,52,11,8,6,56.0,43.0,53.577096647701076
2024-08-12,Product_2,59,12,8,0,52.0,46.0,50.56205637151874
2024-08-13,Product_2,46,13,8,1,59.0,50.0,56.23174253340116
2024-08-14,Product_2,44,14,8,2,46.0,53.0,49.83863728007533
2024-08-15,Product_2,42,15,8,3,44.0,44.0,48.77317200105858
2024-08-16,Product_2,58,16,8,4,42.0,54.0,51.28213215411459
2024-08-17,Product_2,54,17,8,5,58.0,56.0,60.891295363755695
2024-08-18,Product_2,51,18,8,6,54.0,52.0,52.61479226111255
2024-08-19,Product_2,53,19,8,0,51.0,59.0,56.37602369374033
2024-08-20,Product_2,46,20,8,1,53.0,46.0,50.5141622608433
2024-08-21,Product_2,64,21,8,2,46.0,44.0,52.64949118459024
2024-08-22,Product_2,53,22,8,3,64.0,42.0,55.77877769061054
2024-08-23,Product_2,53,23,8,4,53.0,58.0,56.609758105711734
2024-08-24,Product_2,56,24,8,5,53.0,54.0,53.680440319943514
2024-08-25,Product_2,55,25,8,6,56.0,51.0,58.41304761035174
2024-08-26,Product_2,54,26,8,0,55.0,53.0,55.75167340962951
2024-08-27,Product_2,50,27,8,1,54.0,46.0,52.215691600084156
2024-08-28,Product_2,56,28,8,2,50.0,64.0,58.5468337062264
2024-08-29,Product_2,63,29,8,3,56.0,53.0,60.06601074286557
2024-08-30,Product_2,61,30,8,4,63.0,53.0,62.31679494423416
2024-08-31,Product_2,63,31,8,5,61.0,56.0,61.54096170442846
2024-09-01,Product_2,52,1,9,6,63.0,55.0,60.30565070714463
2024-09-02,Product_2,50,2,9,0,52.0,54.0,51.64579333822036
2024-09-03,Product_2,55,3,9,1,50.0,50.0,49.927185039400214
2024-09-04,Product_2,56,4,9,2,55.0,56.0,56.46056493283878
2024-09-05,Product_2,61,5,9,3,56.0,63.0,61.9059012790415
2024-09-06,Product_2,48,6,9,4,61.0,61.0,61.25239251861025
2024-09-07,Product_2,64,7,9,5,48.0,63.0,60.011704639808436
2024-09-08,Product_2,56,8,9,6,64.0,52.0,61.43599090789212
2024-09-09,Product_2,55,9,9,0,56.0,50.0,56.564068376418554
2024-09-10,Product_2,52,10,9,1,55.0,55.0,55.7434593497073
2024-09-11,Product_2,49,11,9,2,52.0,56.0,54.25295892592369
2024-09-12,Product_2,62,12,9,3,49.0,61.0,59.62508843205772
2024-09-13,Product_2,58,13,9,4,62.0,48.0,56.524575956030034
2024-09-14,Product_2,52,14,9,5,58.0,64.0,62.23772638594687
2024-09-15,Product_2,52,15,9,6,52.0,56.0,54.37917253891284
2024-09-16,Product_2,57,16,9,0,52.0,55.0,54.18113393985421
2024-09-17,Product_2,67,17,9,1,57.0,52.0,59.61676409262994
2024-09-18,Product_2,58,18,9,2,67.0,49.0,57.347540195949
2024-09-19,Product_2,52,19,9,3,58.0,62.0,61.53083092422517
2024-09-20,Product_2,58,20,9,4,52.0,58.0,57.21123351484054
2024-09-21,Product_2,58,21,9,5,58.0,52.0,59.96424945021412
2024-09-22,Product_2,46,22,9,6,58.0,52.0,59.308364237846654
2024-09-23,Product_2,60,23,9,0,46.0,57.0,55.91821975679648
2024-09-24,Product_2,59,24,9,1,60.0,67.0,62.832494610265734
2024-09-25,Product_2,64,25,9,2,59.0,58.0,61.59715457356468
2024-09-26,Product_2,70,26,9,3,64.0,52.0,61.93975696529583
2024-09-27,Product_2,67,27,9,4,70.0,58.0,64.10583681362571
2024-09-28,Product_2,60,28,9,5,67.0,58.0,62.76770026682836
2024-09-29,Product_2,56,29,9,6,60.0,46.0,54.66078060496489
2024-09-30,Product_2,74,30,9,0,56.0,60.0,62.023724841863476
2024-10-01,Product_2,62,1,10,1,74.0,59.0,64.8905044563141
2024-10-02,Product_2,62,2,10,2,62.0,64.0,62.61365749098284
2024-10-03,Product_2,62,3,10,3,62.0,70.0,63.91152523399736
2024-10-04,Product_2,63,4,10,4,62.0,67.0,63.06157284817946
2024-10-05,Product_2,62,5,10,5,63.0,60.0,61.96505828387007
2024-10-06,Product_2,60,6,10,6,62.0,56.0,61.60661176464
2024-10-07,Product_2,60,7,10,0,60.0,74.0,64.16667014487001
2024-10-08,Product_2,63,8,10,1,60.0,62.0,61.64075449523409
2024-10-09,Product_2,60,9,10,2,63.0,62.0,62.2477460340839
2024-10-10,Product_2,60,10,10,3,60.0,62.0,61.57226634783839
2024-10-11,Product_2,64,11,10,4,60.0,63.0,62.159630202538104
2024-10-12,Product_2,62,12,10,5,64.0,62.0,62.409580033123056
2024-10-13,Product_2,71,13,10,6,62.0,60.0,61.88728347814175
2024-10-14,Product_2,50,14,10,0,71.0,60.0,60.74284570740042
2024-10-15,Product_2,69,15,10,1,50.0,63.0,61.096129778659574
2024-10-16,Product_2,70,16,10,2,69.0,60.0,62.364812433695214
2024-10-17,Product_2,54,17,10,3,70.0,60.0,61.919567173004715
2024-10-18,Product_2,62,18,10,4,54.0,64.0,60.7012504038866
2024-10-19,Product_2,62,19,10,5,62.0,62.0,62.08691709036126
2024-10-20,Product_2,57,20,10,6,62.0,71.0,64.08444272604362
2024-10-21,Product_2,60,21,10,0,57.0,50.0,56.75921407696192
2024-10-22,Product_2,59,22,10,1,60.0,69.0,63.62437668585383
2024-10-23,Product_2,73,23,10,2,59.0,70.0,64.09786652677515
2024-10-24,Product_2,69,24,10,3,73.0,54.0,66.43027527895352
2024-10-25,Product_2,71,25,10,4,69.0,62.0,65.76047386228329
2024-10-26,Product_2,68,26,10,5,71.0,62.0,68.85019687763969
2024-10-27,Product_2,59,27,10,6,68.0,57.0,64.02830408652574
2024-10-28,Product_2,62,28,10,0,59.0,60.0,61.64893837214158
2024-10-29,Product_2,67,29,10,1,62.0,59.0,62.27747166256606
2024-10-30,Product_2,58,30,10,2,67.0,73.0,69.91065543010595
2024-10-31,Product_2,68,31,10,3,58.0,69.0,64.67461640737987
2024-11-01,Product_2,63,1,11,4,68.0,71.0,67.21873466526772
2024-11-02,Product_2,63,2,11,5,63.0,68.0,63.49140900270629
2024-11-03,Product_2,68,3,11,6,63.0,59.0,61.99124630437229
2024-11-04,Product_2,67,4,11,0,68.0,62.0,63.90538861023641
2024-11-05,Product_2,63,5,11,1,67.0,67.0,64.61833992229957
2024-11-06,Product_2,70,6,11,2,63.0,58.0,61.90221053978673
2024-11-07,Product_2,59,7,11,3,70.0,68.0,66.50540042209347
2024-11-08,Product_2,67,8,11,4,59.0,63.0,62.096502137661425
2024-11-09,Product_2,67,9,11,5,67.0,63.0,63.39463239394543
2024-11-10,Product_2,63,10,11,6,67.0,68.0,64.8900170298227
2024-11-11,Product_2,66,11,11,0,63.0,67.0,63.15302436971889
2024-11-12,Product_2,58,12,11,1,66.0,63.0,63.044477734564246
2024-11-13,Product_2,69,13,11,2,58.0,70.0,64.17257570260637
2024-11-14,Product_2,63,14,11,3,69.0,59.0,62.18890507614554
2024-11-15,Product_2,61,15,11,4,63.0,67.0,63.30218735951074
2024-11-16,Product_2,69,16,11,5,61.0,67.0,63.219606698635594
2024-11-17,Product_2,60,17,11,6,69.0,63.0,64.75806413917128
2024-11-18,Product_2,56,18,11,0,60.0,66.0,62.76652344899937
2024-11-19,Product_2,55,19,11,1,56.0,58.0,61.03341839352032
2024-11-20,Product_2,66,20,11,2,55.0,69.0,62.51831559337653
2024-11-21,Product_2,57,21,11,3,66.0,63.0,63.05784864286131
2024-11-22,Product_2,72,22,11,4,57.0,61.0,61.387738170109415
2024-11-23,Product_2,52,23,11,5,72.0,69.0,70.06587274387786
2024-11-24,Product_2,71,24,11,6,52.0,60.0,60.003796929467484
2024-11-25,Product_2,63,25,11,0,71.0,56.0,64.76294279138588
2024-11-26,Product_2,62,26,11,1,63.0,55.0,62.171937311114235
2024-11-27,Product_2,59,27,11,2,62.0,66.0,62.93724306635596
2024-11-28,Product_2,64,28,11,3,59.0,57.0,61.31913949861884
2024-11-29,Product_2,62,29,11,4,64.0,72.0,65.70178436978513
2024-11-30,Product_2,67,30,11,5,62.0,52.0,61.79057061745288
2024-12-01,Product_2,62,1,12,6,67.0,71.0,65.91796842666345
2024-12-02,Product_2,62,2,12,0,62.0,63.0,61.232924277729445
2024-12-03,Product_2,59,3,12,1,62.0,62.0,60.85643201946878
2024-12-04,Product_2,60,4,12,2,59.0,59.0,60.19418182463701
2024-12-05,Product_2,62,5,12,3,60.0,64.0,61.09109924246937
2024-12-06,Product_2,52,6,12,4,62.0,62.0,60.85926891405567
2024-12-07,Product_2,53,7,12,5,52.0,67.0,59.04542476868218
2024-12-08,Product_2,64,8,12,6,53.0,62.0,60.472414140459634
2024-12-09,Product_2,61,9,12,0,64.0,62.0,61.47320116157646
2024-12-10,Product_2,59,10,12,1,61.0,59.0,60.16710554983445
2024-12-11,Product_2,59,11,12,2,59.0,60.0,60.1283667541644
2024-12-12,Product_2,61,12,12,3,59.0,62.0,60.3601167146997
2024-12-13,Product_2,56,13,12,4,61.0,52.0,59.45559562608352
2024-12-14,Product_2,55,14,12,5,56.0,53.0,58.2324806506616
2024-12-15,Product_2,59,15,12,6,55.0,64.0,59.85663059437198
2024-12-16,Product_2,53,16,12,0,59.0,61.0,59.98307923787687
2024-12-17,Product_2,60,17,12,1,53.0,59.0,57.31776866952935
2024-12-18,Product_2,49,18,12,2,60.0,59.0,59.899438576464476
2024-12-19,Product_2,62,19,12,3,49.0,61.0,59.35556061950579
2024-12-20,Product_2,59,20,12,4,62.0,56.0,60.73382991179928
2024-12-21,Product_2,58,21,12,5,59.0,55.0,59.96280136515107
2024-12-22,Product_2,61,22,12,6,58.0,59.0,60.31587683013894
2024-12-23,Product_2,65,23,12,0,61.0,53.0,59.95374185130621
2024-12-24,Product_2,61,24,12,1,65.0,60.0,61.73487315796123
2024-12-25,Product_2,47,25,12,2,61.0,49.0,52.44527798138553
2024-12-26,Product_2,49,26,12,3,47.0,62.0,55.50016095002912
2024-12-27,Product_2,52,27,12,4,49.0,59.0,54.70216386328502
2024-12-28,Product_2,55,28,12,5,52.0,58.0,54.853703401218
2024-12-29,Product_2,57,29,12,6,55.0,61.0,58.72441494944247
2024-12-30,Product_2,51,30,12,0,57.0,65.0,60.41921821914958
2024-01-08,Product_3,74,8,1,0,70.0,70.0,69.25326492986441
2024-01-09,Product_3,63,9,1,1,74.0,69.0,71.38650055747576
2024-01-10,Product_3,71,10,1,2,63.0,74.0,69.56266820230448
2024-01-11,Product_3,66,11,1,3,71.0,70.0,70.53851178639223
2024-01-12,Product_3,73,12,1,4,66.0,74.0,73.35868851595308
2024-01-13,Product_3,74,13,1,5,73.0,78.0,77.48129729041604
2024-01-14,Product_3,74,14,1,6,74.0,70.0,71.94924095491979
2024-01-15,Product_3,71,15,1,0,74.0,74.0,76.28089812421881
2024-01-16,Product_3,85,16,1,1,71.0,63.0,69.61732512615878
2024-01-17,Product_3,67,17,1,2,85.0,71.0,76.65454697311561
2024-01-18,Product_3,67,18,1,3,67.0,66.0,65.22050570978521
2024-01-19,Product_3,82,19,1,4,67.0,73.0,73.0991403687269
2024-01-20,Product_3,71,20,1,5,82.0,74.0,79.24258103665947
2024-01-21,Product_3,70,21,1,6,71.0,74.0,75.5761500387147
2024-01-22,Product_3,86,22,1,0,70.0,71.0,71.7961105194371
2024-01-23,Product_3,80,23,1,1,86.0,85.0,83.06427456765005
2024-01-24,Product_3,72,24,1,2,80.0,67.0,76.78189082517856
2024-01-25,Product_3,76,25,1,3,72.0,67.0,71.40713898381962
2024-01-26,Product_3,85,26,1,4,76.0,82.0,79.45573343916688
2024-01-27,Product_3,79,27,1,5,85.0,71.0,77.61453168712877
2024-01-28,Product_3,82,28,1,6,79.0,70.0,77.21078804669968
2024-01-29,Product_3,80,29,1,0,82.0,86.0,82.40276976734931
2024-01-30,Product_3,81,30,1,1,80.0,80.0,79.10321644365868
2024-01-31,Product_3,77,31,1,2,81.0,72.0,76.57373277524114
2024-02-01,Product_3,77,1,2,3,77.0,76.0,77.59599664479981
2024-02-02,Product_3,78,2,2,4,77.0,85.0,79.03971242075141
2024-02-03,Product_3,81,3,2,5,78.0,79.0,78.6365285644979
2024-02-04,Product_3,76,4,2,6,81.0,82.0,80.63926376453264
2024-02-05,Product_3,78,5,2,0,76.0,80.0,77.90459234273982
2024-02-06,Product_3,76,6,2,1,78.0,81.0,78.81114806856736
2024-02-07,Product_3,78,7,2,2,76.0,77.0,77.45902425524524
2024-02-08,Product_3,72,8,2,3,78.0,77.0,78.32660479169937
2024-02-09,Product_3,91,9,2,4,72.0,78.0,77.39064595040965
2024-02-10,Product_3,74,10,2,5,91.0,81.0,83.27592726280615
2024-02-11,Product_3,76,11,2,6,74.0,76.0,77.64006192486401
2024-02-12,Product_3,74,12,2,0,76.0,78.0,77.70192773412589
2024-02-13,Product_3,82,13,2,1,74.0,76.0,77.08927530723889
2024-02-14,Product_3,78,14,2,2,82.0,78.0,79.74582840552392
2024-02-15,Product_3,74,15,2,3,78.0,72.0,76.10773127015094
2024-02-16,Product_3,82,16,2,4,74.0,91.0,80.41904505493302
2024-02-17,Product_3,83,17,2,5,82.0,74.0,78.98952953715809
2024-02-18,Product_3,79,18,2,6,83.0,76.0,79.64311964914523
2024-02-19,Product_3,76,19,2,0,79.0,74.0,77.80411864578994
2024-02-20,Product_3,90,20,2,1,76.0,82.0,79.02365831420254
2024-02-21,Product_3,81,21,2,2,90.0,78.0,81.13817065277581
2024-02-22,Product_3,73,22,2,3,81.0,74.0,78.26524092005717
2024-02-23,Product_3,86,23,2,4,73.0,82.0,78.74588064092922
2024-02-24,Product_3,75,24,2,5,86.0,83.0,82.1838164002351
2024-02-25,Product_3,93,25,2,6,75.0,79.0,78.52965332870647
2024-02-26,Product_3,80,26,2,0,93.0,76.0,80.86489643370557
2024-02-27,Product_3,85,27,2,1,80.0,90.0,84.66355493760867
2024-02-28,Product_3,69,28,2,2,85.0,81.0,80.39773033737809
2024-02-29,Product_3,73,29,2,3,69.0,73.0,72.97140040314513
2024-03-01,Product_3,86,1,3,4,73.0,86.0,79.53450959871958
2024-03-02,Product_3,81,2,3,5,86.0,75.0,80.33182599665834
2024-03-03,Product_3,90,3,3,6,81.0,93.0,86.15031548847065
2024-03-04,Product_3,82,4,3,0,90.0,80.0,82.30531959280168
2024-03-05,Product_3,80,5,3,1,82.0,85.0,81.34799796715804
2024-03-06,Product_3,88,6,3,2,80.0,69.0,77.20967064536873
